,UID,日期,产品代码,产品名称,单位净值,累计净值,来源文件
399,2024-01-19_SSY355,2024-01-19,SSY355,无隅鲲鹏六号私募证券投资基金,0.8526,0.8526,email_FOF\SSY355-2024年01月19日-发送每日净值信息.xls
400,2024-01-22_SSY355,2024-01-22,SSY355,无隅鲲鹏六号私募证券投资基金,0.8106,0.8106,email_FOF\SSY355-2024年01月22日-发送每日净值信息.xls
401,2024-01-23_SSY355,2024-01-23,SSY355,无隅鲲鹏六号私募证券投资基金,0.8180,0.8180,email_FOF\SSY355-2024年01月23日-发送每日净值信息.xls
402,2024-01-24_SSY355,2024-01-24,SSY355,无隅鲲鹏六号私募证券投资基金,0.8321,0.8321,email_FOF\SSY355-2024年01月24日-发送每日净值信息.xls
403,2024-01-25_SSY355,2024-01-25,SSY355,无隅鲲鹏六号私募证券投资基金,0.8602,0.8602,email_FOF\SSY355-2024年01月25日-发送每日净值信息.xls
404,2024-01-26_SSY355,2024-01-26,SSY355,无隅鲲鹏六号私募证券投资基金,0.8604,0.8604,email_FOF\SSY355-2024年01月26日-发送每日净值信息.xls
405,2024-01-22_STE790,2024-01-22,STE790,顽岩中证500指数增强3号私募证券投资基金,0.9232,1.003,email_FOF\STE790顽岩中证500指数增强3号私募证券投资基金委托资产资产估值表20240122三级科目.xls
406,2024-01-19_VA938B,2024-01-19,VA938B,靖奇基石15号私募证券投资基金B,0.8504,0.8504,email_FOF\SVA938靖奇基石15号私募证券投资基金净值20240119【国信托管】.xlsx
407,2024-01-26_VA938B,2024-01-26,VA938B,靖奇基石15号私募证券投资基金B,0.8529,0.8529,email_FOF\SVA938靖奇基石15号私募证券投资基金净值20240126【国信托管】.xlsx
408,2024-01-19_SVP768,2024-01-19,SVP768,千衍三涛3号私募证券投资基金,1.0863,1.1762,email_FOF\SVP768千衍三涛3号私募证券投资基金净值20240119【国信托管】.xlsx
409,2024-01-22_SVP768,2024-01-22,SVP768,千衍三涛3号私募证券投资基金,1.093,1.1829,email_FOF\SVP768千衍三涛3号私募证券投资基金净值20240122【国信托管】.xlsx
410,2024-01-23_SVP768,2024-01-23,SVP768,千衍三涛3号私募证券投资基金,1.0729,1.1628,email_FOF\SVP768千衍三涛3号私募证券投资基金净值20240123【国信托管】.xlsx
411,2024-01-24_SVP768,2024-01-24,SVP768,千衍三涛3号私募证券投资基金,1.0803,1.1702,email_FOF\SVP768千衍三涛3号私募证券投资基金净值20240124【国信托管】.xlsx
412,2024-01-25_SVP768,2024-01-25,SVP768,千衍三涛3号私募证券投资基金,1.0741,1.1641,email_FOF\SVP768千衍三涛3号私募证券投资基金净值20240125【国信托管】.xlsx
413,2024-01-26_SVP768,2024-01-26,SVP768,千衍三涛3号私募证券投资基金,1.0806,1.1706,email_FOF\SVP768千衍三涛3号私募证券投资基金净值20240126【国信托管】.xlsx
414,2024-01-19_SVQ397,2024-01-19,SVQ397,华钧隆朔2期私募证券投资基金,0.9884,0.9884,email_FOF\SVQ397华钧隆朔2期私募证券投资基金净值20240119【国信托管】.xlsx
415,2024-01-26_SVQ397,2024-01-26,SVQ397,华钧隆朔2期私募证券投资基金,0.974,0.974,email_FOF\SVQ397华钧隆朔2期私募证券投资基金净值20240126【国信托管】.xlsx
416,2024-01-19_SXT178,2024-01-19,SXT178,正定进取CTA1号私募证券投资基金,2.5835,2.5835,email_FOF\SXT178正定进取CTA1号私募证券投资基金委托资产资产估值表20240119三级科目.xls
417,2024-01-26_SXT178,2024-01-26,SXT178,正定进取CTA1号私募证券投资基金,2.6358,2.6358,email_FOF\SXT178正定进取CTA1号私募证券投资基金委托资产资产估值表20240126三级科目.xls
418,2024-01-19_SXT184,2024-01-19,SXT184,正定进取CTA2号私募证券投资基金,1.4563,1.4563,email_FOF\SXT184正定进取CTA2号私募证券投资基金委托资产资产估值表20240119三级科目.xls
419,2024-01-26_SXT184,2024-01-26,SXT184,正定进取CTA2号私募证券投资基金,1.5826,1.5826,email_FOF\SXT184正定进取CTA2号私募证券投资基金委托资产资产估值表20240126三级科目.xls
420,2024-01-25_SXT459,2024-01-25,SXT459,量宇波量子A1私募证券投资基金,0.9929,0.9929,email_FOF\SXT459-2024年01月25日-发送每日净值信息.xls
421,2024-01-26_SXT459,2024-01-26,SXT459,量宇波量子A1私募证券投资基金,0.9987,0.9987,email_FOF\SXT459-2024年01月26日-发送每日净值信息.xls
422,2024-01-19_SZC675,2024-01-19,SZC675,正定进取CTA3号私募证券投资基金,1.5012,1.8537,email_FOF\SZC675正定进取CTA3号私募证券投资基金委托资产资产估值表20240119三级科目.xls
423,2024-01-26_SZC675,2024-01-26,SZC675,正定进取CTA3号私募证券投资基金,1.5172,1.8697,email_FOF\SZC675正定进取CTA3号私募证券投资基金委托资产资产估值表20240126三级科目.xls
424,2024-01-23_SZM150,2024-01-23,SZM150,信弘对冲25号私募证券投资基金,1.141,1.141,email_FOF\SZM150信弘对冲25号私募证券投资基金委托资产资产估值表20240123三级科目.xls
425,2024-01-19_SZN426,2024-01-19,SZN426,波克远见优选1号私募证券投资基金,1.0442,1.0344,email_FOF\SZN426_波克远见优选1号私募证券投资基金_估值表_20240119.xls
426,2024-01-22_SZN426,2024-01-22,SZN426,波克远见优选1号私募证券投资基金,1.0344,1.0082,email_FOF\SZN426_波克远见优选1号私募证券投资基金_估值表_20240122.xls
427,2024-01-23_SZN426,2024-01-23,SZN426,波克远见优选1号私募证券投资基金,1.0082,1.024,email_FOF\SZN426_波克远见优选1号私募证券投资基金_估值表_20240123.xls
428,2024-01-24_SZN426,2024-01-24,SZN426,波克远见优选1号私募证券投资基金,1.024,1.045,email_FOF\SZN426_波克远见优选1号私募证券投资基金_估值表_20240124.xls
429,2024-01-25_SZN426,2024-01-25,SZN426,波克远见优选1号私募证券投资基金,1.045,1.0629,email_FOF\SZN426_波克远见优选1号私募证券投资基金_估值表_20240125.xls
430,2024-01-26_SZN426,2024-01-26,SZN426,波克远见优选1号私募证券投资基金,1.0629,1.0607,email_FOF\SZN426_波克远见优选1号私募证券投资基金_估值表_20240126.xls
431,2024-01-29_SZN426,2024-01-29,SZN426,波克远见优选1号私募证券投资基金,1.0607,1.0611,email_FOF\SZN426_波克远见优选1号私募证券投资基金_估值表_20240129.xls
432,2024-01-19_SZN654,2024-01-19,SZN654,波克远见优选私募证券投资基金,1.0352,1.0352,email_FOF\SZN654_波克远见优选私募证券投资基金_估值表_20240119.xls
433,2024-01-22_SZN654,2024-01-22,SZN654,波克远见优选私募证券投资基金,1.0082,1.0082,email_FOF\SZN654_波克远见优选私募证券投资基金_估值表_20240122.xls
434,2024-01-23_SZN654,2024-01-23,SZN654,波克远见优选私募证券投资基金,1.0244,1.0244,email_FOF\SZN654_波克远见优选私募证券投资基金_估值表_20240123.xls
435,2024-01-24_SZN654,2024-01-24,SZN654,波克远见优选私募证券投资基金,1.0461,1.0461,email_FOF\SZN654_波克远见优选私募证券投资基金_估值表_20240124.xls
436,2024-01-25_SZN654,2024-01-25,SZN654,波克远见优选私募证券投资基金,1.0646,1.0646,email_FOF\SZN654_波克远见优选私募证券投资基金_估值表_20240125.xls
437,2024-01-26_SZN654,2024-01-26,SZN654,波克远见优选私募证券投资基金,1.0623,1.0623,email_FOF\SZN654_波克远见优选私募证券投资基金_估值表_20240126.xls
438,2024-01-29_SZN654,2024-01-29,SZN654,波克远见优选私募证券投资基金,1.0628,1.0628,email_FOF\SZN654_波克远见优选私募证券投资基金_估值表_20240129.xls
439,2024-01-18_SZQ493,2024-01-18,SZQ493,波克多策略1号私募证券投资基金,1.0555,1.0555,email_FOF\SZQ493波克多策略1号私募证券投资基金委托资产资产估值表20240118.xls
440,2024-01-19_SZQ493,2024-01-19,SZQ493,波克多策略1号私募证券投资基金,1.0492,1.0492,email_FOF\SZQ493波克多策略1号私募证券投资基金委托资产资产估值表20240119.xls
441,2024-01-22_SZQ493,2024-01-22,SZQ493,波克多策略1号私募证券投资基金,1.0405,1.0405,email_FOF\SZQ493波克多策略1号私募证券投资基金委托资产资产估值表20240122.xls
442,2024-01-23_SZQ493,2024-01-23,SZQ493,波克多策略1号私募证券投资基金,1.0371,1.0371,email_FOF\SZQ493波克多策略1号私募证券投资基金委托资产资产估值表20240123.xls
443,2024-01-24_SZQ493,2024-01-24,SZQ493,波克多策略1号私募证券投资基金,1.0421,1.0421,email_FOF\SZQ493波克多策略1号私募证券投资基金委托资产资产估值表20240124.xls
444,2024-01-25_SZQ493,2024-01-25,SZQ493,波克多策略1号私募证券投资基金,1.0482,1.0482,email_FOF\SZQ493波克多策略1号私募证券投资基金委托资产资产估值表20240125.xls
445,2024-01-18_SZQ535,2024-01-18,SZQ535,波克多策略2号私募证券投资基金,1.0434,1.0434,email_FOF\SZQ535波克多策略2号私募证券投资基金委托资产资产估值表20240118.xls
446,2024-01-19_SZQ535,2024-01-19,SZQ535,波克多策略2号私募证券投资基金,1.0391,1.0391,email_FOF\SZQ535波克多策略2号私募证券投资基金委托资产资产估值表20240119.xls
447,2024-01-22_SZQ535,2024-01-22,SZQ535,波克多策略2号私募证券投资基金,1.0423,1.0423,email_FOF\SZQ535波克多策略2号私募证券投资基金委托资产资产估值表20240122.xls
448,2024-01-23_SZQ535,2024-01-23,SZQ535,波克多策略2号私募证券投资基金,1.0363,1.0363,email_FOF\SZQ535波克多策略2号私募证券投资基金委托资产资产估值表20240123.xls
449,2024-01-24_SZQ535,2024-01-24,SZQ535,波克多策略2号私募证券投资基金,1.0386,1.0386,email_FOF\SZQ535波克多策略2号私募证券投资基金委托资产资产估值表20240124.xls
450,2024-01-25_SZQ535,2024-01-25,SZQ535,波克多策略2号私募证券投资基金,1.0371,1.0371,email_FOF\SZQ535波克多策略2号私募证券投资基金委托资产资产估值表20240125.xls
451,2023-12-29_SZQ726,2023-12-29,SZQ726,乾象股票进取19号私募证券投资基金,1.0371,0.99,email_FOF\SZQ726_乾象股票进取19号私募证券投资基金_资产估值表_20231229.xls
452,2023-12-29_SZQ726,2023-12-29,SZQ726,乾象股票进取19号私募证券投资基金,1.0371,0.99,email_FOF\SZQ726_乾象股票进取19号私募证券投资基金_资产估值表_20231229.xls
453,2024-01-19_SZR639,2024-01-19,SZR639,波克平衡多策略1号私募证券投资基金,1.0822,1.0825,email_FOF\SZR639波克平衡多策略1号私募证券投资基金委托资产资产估值表20240119.xls
454,2024-01-22_SZR639,2024-01-22,SZR639,波克平衡多策略1号私募证券投资基金,1.0841,1.0844,email_FOF\SZR639波克平衡多策略1号私募证券投资基金委托资产资产估值表20240122.xls
455,2024-01-23_SZR639,2024-01-23,SZR639,波克平衡多策略1号私募证券投资基金,1.0774,1.0777,email_FOF\SZR639波克平衡多策略1号私募证券投资基金委托资产资产估值表20240123.xls
456,2024-01-24_SZR639,2024-01-24,SZR639,波克平衡多策略1号私募证券投资基金,1.0799,1.0802,email_FOF\SZR639波克平衡多策略1号私募证券投资基金委托资产资产估值表20240124.xls
457,2024-01-25_SZR639,2024-01-25,SZR639,波克平衡多策略1号私募证券投资基金,1.0786,1.079,email_FOF\SZR639波克平衡多策略1号私募证券投资基金委托资产资产估值表20240125.xls
458,2024-01-26_SZR639,2024-01-26,SZR639,波克平衡多策略1号私募证券投资基金,1.0822,1.0825,email_FOF\SZR639波克平衡多策略1号私募证券投资基金委托资产资产估值表20240126.xls
459,2024-01-18_SZR642,2024-01-18,SZR642,波克稳健多策略1号私募证券投资基金,1.0389,1.0393,email_FOF\SZR642波克稳健多策略1号私募证券投资基金委托资产资产估值表20240118.xls
460,2024-01-19_SZR642,2024-01-19,SZR642,波克稳健多策略1号私募证券投资基金,1.0373,1.0377,email_FOF\SZR642波克稳健多策略1号私募证券投资基金委托资产资产估值表20240119.xls
461,2024-01-22_SZR642,2024-01-22,SZR642,波克稳健多策略1号私募证券投资基金,1.0395,1.0398,email_FOF\SZR642波克稳健多策略1号私募证券投资基金委托资产资产估值表20240122.xls
462,2024-01-23_SZR642,2024-01-23,SZR642,波克稳健多策略1号私募证券投资基金,1.0358,1.0361,email_FOF\SZR642波克稳健多策略1号私募证券投资基金委托资产资产估值表20240123.xls
463,2024-01-24_SZR642,2024-01-24,SZR642,波克稳健多策略1号私募证券投资基金,1.0372,1.0376,email_FOF\SZR642波克稳健多策略1号私募证券投资基金委托资产资产估值表20240124.xls
464,2024-01-25_SZR642,2024-01-25,SZR642,波克稳健多策略1号私募证券投资基金,1.0366,1.037,email_FOF\SZR642波克稳健多策略1号私募证券投资基金委托资产资产估值表20240125.xls
465,2024-01-19_SZS158,2024-01-19,SZS158,鸣熙1000指数增强1号私募证券投资基金A,0.9006,0.9006,email_FOF\SZS158-2024年01月19日-发送每日净值信息.xls
466,2024-01-22_SZS158,2024-01-22,SZS158,鸣熙1000指数增强1号私募证券投资基金A,0.8464,0.8464,email_FOF\SZS158-2024年01月22日-发送每日净值信息.xls
467,2024-01-23_SZS158,2024-01-23,SZS158,鸣熙1000指数增强1号私募证券投资基金A,0.8533,0.8533,email_FOF\SZS158-2024年01月23日-发送每日净值信息.xls
468,2024-01-24_SZS158,2024-01-24,SZS158,鸣熙1000指数增强1号私募证券投资基金A,0.8652,0.8652,email_FOF\SZS158-2024年01月24日-发送每日净值信息.xls
469,2024-01-25_SZS158,2024-01-25,SZS158,鸣熙1000指数增强1号私募证券投资基金A,0.8988,0.8988,email_FOF\SZS158-2024年01月25日-发送每日净值信息.xls
470,2024-01-26_SZS158,2024-01-26,SZS158,鸣熙1000指数增强1号私募证券投资基金A,0.9005,0.9005,email_FOF\SZS158-2024年01月26日-发送每日净值信息.xls
471,2024-01-26_SZS158,2024-01-26,SZS158,鸣熙1000指数增强1号私募证券投资基金,0.9008,0.9071,email_FOF\SZS158鸣熙1000指数增强1号私募证券投资基金委托资产资产估值表20240126三级科目.xls
472,2024-01-22_SZW306,2024-01-22,SZW306,超量子量化中性1号私募证券投资基金,1.0801,1.0801,email_FOF\SZW306超量子量化中性1号私募证券投资基金委托资产资产估值表20240122三级科目.xls
473,2024-01-23_SZW306,2024-01-23,SZW306,超量子量化中性1号私募证券投资基金,1.0703,1.0703,email_FOF\SZW306超量子量化中性1号私募证券投资基金委托资产资产估值表20240123三级科目.xls
474,2024-01-22_SZW449,2024-01-22,SZW449,乾象招盈量化对冲15号私募证券投资基金B,1.0554,1.1076,email_FOF\SZW449-2024年01月22日-发送每日净值信息.xls
475,2024-01-23_SZW449,2024-01-23,SZW449,乾象招盈量化对冲15号私募证券投资基金B,1.0327,1.0849,email_FOF\SZW449-2024年01月23日-发送每日净值信息.xls
476,2024-01-24_SZW449,2024-01-24,SZW449,乾象招盈量化对冲15号私募证券投资基金B,1.0418,1.0940,email_FOF\SZW449-2024年01月24日-发送每日净值信息.xls
477,2024-01-25_SZW449,2024-01-25,SZW449,乾象招盈量化对冲15号私募证券投资基金B,1.0342,1.0864,email_FOF\SZW449-2024年01月25日-发送每日净值信息.xls
478,2024-01-26_SZW449,2024-01-26,SZW449,乾象招盈量化对冲15号私募证券投资基金B,1.0416,1.0938,email_FOF\SZW449-2024年01月26日-发送每日净值信息.xls
479,2024-01-29_SZW449,2024-01-29,SZW449,乾象招盈量化对冲15号私募证券投资基金B,1.0390,1.0912,email_FOF\SZW449-2024年01月29日-发送每日净值信息.xls
480,2024-01-23_SZW449,2024-01-23,SZW449,乾象招盈量化对冲15号私募证券投资基金,1.0648,1.0849,email_FOF\SZW449乾象招盈量化对冲15号私募证券投资基金委托资产资产估值表20240123三级科目.xls
481,2024-01-19_TN967B,2024-01-19,TN967B,赛韵网络科技（上海）有限公司,1.0345,1.1444,email_FOF\TN967B_特夫郁金香量化混合1号私募证券投资基金B类_赛韵网络科技（上海）有限公司_2024-01-19.xls
482,2024-01-22_TN967B,2024-01-22,TN967B,赛韵网络科技（上海）有限公司,1.0258,1.1357,email_FOF\TN967B_特夫郁金香量化混合1号私募证券投资基金B类_赛韵网络科技（上海）有限公司_2024-01-22.xls
483,2024-01-23_TN967B,2024-01-23,TN967B,赛韵网络科技（上海）有限公司,1.0251,1.135,email_FOF\TN967B_特夫郁金香量化混合1号私募证券投资基金B类_赛韵网络科技（上海）有限公司_2024-01-23.xls
484,2024-01-24_TN967B,2024-01-24,TN967B,赛韵网络科技（上海）有限公司,1.0266,1.1365,email_FOF\TN967B_特夫郁金香量化混合1号私募证券投资基金B类_赛韵网络科技（上海）有限公司_2024-01-24.xls
485,2024-01-25_TN967B,2024-01-25,TN967B,赛韵网络科技（上海）有限公司,1.0351,1.145,email_FOF\TN967B_特夫郁金香量化混合1号私募证券投资基金B类_赛韵网络科技（上海）有限公司_2024-01-25.xls
486,2024-01-26_TN967B,2024-01-26,TN967B,赛韵网络科技（上海）有限公司,1.0346,1.1445,email_FOF\TN967B_特夫郁金香量化混合1号私募证券投资基金B类_赛韵网络科技（上海）有限公司_2024-01-26.xls
