,UID,日期,产品代码,产品名称,单位净值,累计净值,来源文件
623,2024-01-23_T07035,2024-01-23,T07035,波克锐进多策略1号私募证券投资基金,0.9007,0.9007,email_FOF\【基金虚拟净值表现估算】T07035_乾象股票进取19号私募证券投资基金B类_2024-01-23_波克锐进多策略1号私募证券投资基金.xlsx
624,2024-01-24_T07035,2024-01-24,T07035,波克锐进多策略1号私募证券投资基金,0.9155,0.9155,email_FOF\【基金虚拟净值表现估算】T07035_乾象股票进取19号私募证券投资基金B类_2024-01-24_波克锐进多策略1号私募证券投资基金.xlsx
625,2024-01-25_T07035,2024-01-25,T07035,波克锐进多策略1号私募证券投资基金,0.9449,0.9449,email_FOF\【基金虚拟净值表现估算】T07035_乾象股票进取19号私募证券投资基金B类_2024-01-25_波克锐进多策略1号私募证券投资基金.xlsx
626,2024-01-26_T07035,2024-01-26,T07035,波克锐进多策略1号私募证券投资基金,0.9427,0.9427,email_FOF\【基金虚拟净值表现估算】T07035_乾象股票进取19号私募证券投资基金B类_2024-01-26_波克锐进多策略1号私募证券投资基金.xlsx
627,2024-01-19_GQ403B,2024-01-19,GQ403B,世纪前沿量化对冲7号私募证券投资基金B,1.286,1.38,email_FOF\世纪前沿量化对冲7号私募证券投资基金 2024-01-19 虚拟计提业绩报酬后单位净值.xlsx
628,2024-01-22_GQ403B,2024-01-22,GQ403B,世纪前沿量化对冲7号私募证券投资基金B,1.296,1.39,email_FOF\世纪前沿量化对冲7号私募证券投资基金 2024-01-22 虚拟计提业绩报酬后单位净值.xlsx
629,2024-01-23_GQ403B,2024-01-23,GQ403B,世纪前沿量化对冲7号私募证券投资基金B,1.274,1.367,email_FOF\世纪前沿量化对冲7号私募证券投资基金 2024-01-23 虚拟计提业绩报酬后单位净值.xlsx
630,2024-01-24_GQ403B,2024-01-24,GQ403B,世纪前沿量化对冲7号私募证券投资基金B,1.282,1.375,email_FOF\世纪前沿量化对冲7号私募证券投资基金 2024-01-24 虚拟计提业绩报酬后单位净值.xlsx
631,2024-01-25_GQ403B,2024-01-25,GQ403B,世纪前沿量化对冲7号私募证券投资基金B,1.275,1.368,email_FOF\世纪前沿量化对冲7号私募证券投资基金 2024-01-25 虚拟计提业绩报酬后单位净值.xlsx
632,2024-01-26_GQ403B,2024-01-26,GQ403B,世纪前沿量化对冲7号私募证券投资基金B,1.281,1.374,email_FOF\世纪前沿量化对冲7号私募证券投资基金 2024-01-26 虚拟计提业绩报酬后单位净值.xlsx
633,2024-01-23_SABW91,2024-01-23,SABW91,乐水逸舟指数增强一号私募证券投资基金,0.9414,0.9414,email_FOF\乐水逸舟指数增强一号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240123.xlsx
634,2024-01-24_SABW91,2024-01-24,SABW91,乐水逸舟指数增强一号私募证券投资基金,0.9536,0.9536,email_FOF\乐水逸舟指数增强一号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240124.xlsx
635,2024-01-25_SABW91,2024-01-25,SABW91,乐水逸舟指数增强一号私募证券投资基金,0.9732,0.9732,email_FOF\乐水逸舟指数增强一号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240125.xlsx
636,2024-01-26_SABW91,2024-01-26,SABW91,乐水逸舟指数增强一号私募证券投资基金,0.9715,0.9715,email_FOF\乐水逸舟指数增强一号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240126.xlsx
637,2024-01-23_SABW91,2024-01-23,SABW91,乐水逸舟指数增强一号私募证券投资基金,0.9414,0.9414,email_FOF\乐水逸舟指数增强一号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240123.xlsx
638,2024-01-24_SABW91,2024-01-24,SABW91,乐水逸舟指数增强一号私募证券投资基金,0.9536,0.9536,email_FOF\乐水逸舟指数增强一号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240124.xlsx
639,2024-01-25_SABW91,2024-01-25,SABW91,乐水逸舟指数增强一号私募证券投资基金,0.9732,0.9732,email_FOF\乐水逸舟指数增强一号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240125.xlsx
640,2024-01-26_SABW91,2024-01-26,SABW91,乐水逸舟指数增强一号私募证券投资基金,0.9715,0.9715,email_FOF\乐水逸舟指数增强一号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240126.xlsx
641,2024-01-19_SXQ300,2024-01-19,SXQ300,云程中性2号私募证券投资基金,1.0628,1.0628,email_FOF\云程中性2号私募证券投资基金_SXQ300_基金每日净值表_2024-01-19.xls
642,2024-01-22_SXQ300,2024-01-22,SXQ300,云程中性2号私募证券投资基金,1.0752,1.0752,email_FOF\云程中性2号私募证券投资基金_SXQ300_基金每日净值表_2024-01-22.xls
643,2024-01-23_SXQ300,2024-01-23,SXQ300,云程中性2号私募证券投资基金,1.065,1.065,email_FOF\云程中性2号私募证券投资基金_SXQ300_基金每日净值表_2024-01-23.xls
644,2024-01-24_SXQ300,2024-01-24,SXQ300,云程中性2号私募证券投资基金,1.0706,1.0706,email_FOF\云程中性2号私募证券投资基金_SXQ300_基金每日净值表_2024-01-24.xls
645,2024-01-25_SXQ300,2024-01-25,SXQ300,云程中性2号私募证券投资基金,1.0597,1.0597,email_FOF\云程中性2号私募证券投资基金_SXQ300_基金每日净值表_2024-01-25.xls
646,2024-01-26_SXQ300,2024-01-26,SXQ300,云程中性2号私募证券投资基金,1.0613,1.0613,email_FOF\云程中性2号私募证券投资基金_SXQ300_基金每日净值表_2024-01-26.xls
647,2024-01-19_SZD652,2024-01-19,SZD652,云起量化金选12号私募证券投资基金,0.9154,0.9154,email_FOF\云起量化金选12号私募证券投资基金【波克锐进多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240119.xlsx
648,2024-01-22_SZD652,2024-01-22,SZD652,云起量化金选12号私募证券投资基金,0.869,0.869,email_FOF\云起量化金选12号私募证券投资基金【波克锐进多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240122.xlsx
649,2024-01-26_SZD652,2024-01-26,SZD652,云起量化金选12号私募证券投资基金,0.8975,0.8975,email_FOF\云起量化金选12号私募证券投资基金【波克锐进多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240126.xlsx
650,2024-01-19_SZD652,2024-01-19,SZD652,云起量化金选12号私募证券投资基金,0.9154,0.9154,email_FOF\云起量化金选12号私募证券投资基金【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240119.xlsx
651,2024-01-22_SZD652,2024-01-22,SZD652,云起量化金选12号私募证券投资基金,0.869,0.869,email_FOF\云起量化金选12号私募证券投资基金【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240122.xlsx
652,2024-01-26_SZD652,2024-01-26,SZD652,云起量化金选12号私募证券投资基金,0.8975,0.8975,email_FOF\云起量化金选12号私募证券投资基金【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240126.xlsx
653,2024-01-19_SVJ322,2024-01-19,SVJ322,亘曦尊享10号私募证券投资基金,0.8244,0.8244,email_FOF\亘曦尊享10号私募证券投资基金【轩克科技(上海)有限公司】TA虚拟业绩报酬流水_20240119.xlsx
654,2024-01-22_SVJ322,2024-01-22,SVJ322,亘曦尊享10号私募证券投资基金,0.7906,0.7906,email_FOF\亘曦尊享10号私募证券投资基金【轩克科技(上海)有限公司】TA虚拟业绩报酬流水_20240122.xlsx
655,2024-01-23_SVJ322,2024-01-23,SVJ322,亘曦尊享10号私募证券投资基金,0.797,0.797,email_FOF\亘曦尊享10号私募证券投资基金【轩克科技(上海)有限公司】TA虚拟业绩报酬流水_20240123.xlsx
656,2024-01-24_SVJ322,2024-01-24,SVJ322,亘曦尊享10号私募证券投资基金,0.8017,0.8017,email_FOF\亘曦尊享10号私募证券投资基金【轩克科技(上海)有限公司】TA虚拟业绩报酬流水_20240124.xlsx
657,2024-01-25_SVJ322,2024-01-25,SVJ322,亘曦尊享10号私募证券投资基金,0.814,0.814,email_FOF\亘曦尊享10号私募证券投资基金【轩克科技(上海)有限公司】TA虚拟业绩报酬流水_20240125.xlsx
658,2024-01-26_SVJ322,2024-01-26,SVJ322,亘曦尊享10号私募证券投资基金,0.7917,0.7917,email_FOF\亘曦尊享10号私募证券投资基金【轩克科技(上海)有限公司】TA虚拟业绩报酬流水_20240126.xlsx
659,2024-01-29_SVJ322,2024-01-29,SVJ322,亘曦尊享10号私募证券投资基金,0.7789,0.7789,email_FOF\亘曦尊享10号私募证券投资基金【轩克科技(上海)有限公司】TA虚拟业绩报酬流水_20240129.xlsx
660,2024-01-19_SVJ322,2024-01-19,SVJ322,亘曦尊享10号私募证券投资基金,0.8244,0.8244,email_FOF\亘曦尊享10号私募证券投资基金【轩克科技(上海)有限公司】TA虚拟净值_20240119.xlsx
661,2024-01-22_SVJ322,2024-01-22,SVJ322,亘曦尊享10号私募证券投资基金,0.7906,0.7906,email_FOF\亘曦尊享10号私募证券投资基金【轩克科技(上海)有限公司】TA虚拟净值_20240122.xlsx
662,2024-01-23_SVJ322,2024-01-23,SVJ322,亘曦尊享10号私募证券投资基金,0.797,0.797,email_FOF\亘曦尊享10号私募证券投资基金【轩克科技(上海)有限公司】TA虚拟净值_20240123.xlsx
663,2024-01-24_SVJ322,2024-01-24,SVJ322,亘曦尊享10号私募证券投资基金,0.8017,0.8017,email_FOF\亘曦尊享10号私募证券投资基金【轩克科技(上海)有限公司】TA虚拟净值_20240124.xlsx
664,2024-01-25_SVJ322,2024-01-25,SVJ322,亘曦尊享10号私募证券投资基金,0.814,0.814,email_FOF\亘曦尊享10号私募证券投资基金【轩克科技(上海)有限公司】TA虚拟净值_20240125.xlsx
665,2024-01-26_SVJ322,2024-01-26,SVJ322,亘曦尊享10号私募证券投资基金,0.7917,0.7917,email_FOF\亘曦尊享10号私募证券投资基金【轩克科技(上海)有限公司】TA虚拟净值_20240126.xlsx
666,2024-01-29_SVJ322,2024-01-29,SVJ322,亘曦尊享10号私募证券投资基金,0.7789,0.7789,email_FOF\亘曦尊享10号私募证券投资基金【轩克科技(上海)有限公司】TA虚拟净值_20240129.xlsx
667,2024-01-19_STF307,2024-01-19,STF307,众壹资产量合私募证券投资基金A,0.981,0.981,email_FOF\众壹资产量合私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240119.xlsx
668,2024-01-22_STF307,2024-01-22,STF307,众壹资产量合私募证券投资基金A,0.984,0.984,email_FOF\众壹资产量合私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240122.xlsx
669,2024-01-23_STF307,2024-01-23,STF307,众壹资产量合私募证券投资基金A,0.985,0.985,email_FOF\众壹资产量合私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240123.xlsx
670,2024-01-24_STF307,2024-01-24,STF307,众壹资产量合私募证券投资基金A,0.984,0.984,email_FOF\众壹资产量合私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240124.xlsx
671,2024-01-25_STF307,2024-01-25,STF307,众壹资产量合私募证券投资基金A,0.985,0.985,email_FOF\众壹资产量合私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240125.xlsx
672,2024-01-26_STF307,2024-01-26,STF307,众壹资产量合私募证券投资基金A,0.984,0.984,email_FOF\众壹资产量合私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240126.xlsx
673,2024-01-29_STF307,2024-01-29,STF307,众壹资产量合私募证券投资基金A,0.984,0.984,email_FOF\众壹资产量合私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240129.xlsx
674,2024-01-19_STF307,2024-01-19,STF307,众壹资产量合私募证券投资基金A,0.981,0.981,email_FOF\众壹资产量合私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240119.xlsx
675,2024-01-22_STF307,2024-01-22,STF307,众壹资产量合私募证券投资基金A,0.984,0.984,email_FOF\众壹资产量合私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240122.xlsx
676,2024-01-23_STF307,2024-01-23,STF307,众壹资产量合私募证券投资基金A,0.985,0.985,email_FOF\众壹资产量合私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240123.xlsx
677,2024-01-24_STF307,2024-01-24,STF307,众壹资产量合私募证券投资基金A,0.984,0.984,email_FOF\众壹资产量合私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240124.xlsx
678,2024-01-25_STF307,2024-01-25,STF307,众壹资产量合私募证券投资基金A,0.985,0.985,email_FOF\众壹资产量合私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240125.xlsx
679,2024-01-26_STF307,2024-01-26,STF307,众壹资产量合私募证券投资基金A,0.984,0.984,email_FOF\众壹资产量合私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240126.xlsx
680,2024-01-29_STF307,2024-01-29,STF307,众壹资产量合私募证券投资基金A,0.984,0.984,email_FOF\众壹资产量合私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
681,2024-01-19_SZC959,2024-01-19,SZC959,务聚多策略7期私募证券投资基金,1.0222,1.0213,email_FOF\估值表_务聚多策略7期私募证券投资基金_20240119_SZC959.xls
682,2024-01-26_SZC959,2024-01-26,SZC959,务聚多策略7期私募证券投资基金,1.0316,1.0308,email_FOF\估值表_务聚多策略7期私募证券投资基金_20240126_SZC959.xls
683,2024-01-19_SR1667,2024-01-19,SR1667,天算量化对冲9号私募证券投资基金,1.0294,1.3559,email_FOF\估值表_天算量化对冲9号私募证券投资基金_20240119_SR1667.xls
684,2024-01-26_SR1667,2024-01-26,SR1667,天算量化对冲9号私募证券投资基金,1.0077,1.3534,email_FOF\估值表_天算量化对冲9号私募证券投资基金_20240126_SR1667.xls
685,2024-01-19_SXZ461,2024-01-19,SXZ461,倍漾中证1000指数增强1期A类,1.1402,1.1402,email_FOF\倍漾中证1000指数增强1期A类净值-20240119-波克锐进多策略1号私募证券投资基金.xlsx
686,2024-01-26_SXZ461,2024-01-26,SXZ461,倍漾中证1000指数增强1期A类,1.1209,1.1209,email_FOF\倍漾中证1000指数增强1期A类净值-20240126-波克锐进多策略1号私募证券投资基金.xlsx
687,2024-01-19_SVZ989,2024-01-19,SVZ989,倍漾优博一号C期量化私募证券投资基金,1.0197,1.2218,email_FOF\倍漾优博一号C期量化私募证券投资基金净值-20240119-波克平衡多策略1号私募证券投资基金.xlsx
688,2024-01-19_SZC959,2024-01-19,SZC959,务聚多策略7期私募证券投资基金,1.0213,1.0213,email_FOF\务聚多策略7期私募证券投资基金_李晶_虚拟净值数据20240122072515488.xlsx
689,2024-01-22_SZC959,2024-01-22,SZC959,务聚多策略7期私募证券投资基金,1.0284,1.0284,email_FOF\务聚多策略7期私募证券投资基金_李晶_虚拟净值数据20240123081225449.xlsx
690,2024-01-23_SZC959,2024-01-23,SZC959,务聚多策略7期私募证券投资基金,1.027,1.027,email_FOF\务聚多策略7期私募证券投资基金_李晶_虚拟净值数据20240124115100845.xlsx
691,2024-01-24_SZC959,2024-01-24,SZC959,务聚多策略7期私募证券投资基金,1.0278,1.0278,email_FOF\务聚多策略7期私募证券投资基金_李晶_虚拟净值数据20240125080306965.xlsx
692,2024-01-25_SZC959,2024-01-25,SZC959,务聚多策略7期私募证券投资基金,1.0316,1.0316,email_FOF\务聚多策略7期私募证券投资基金_李晶_虚拟净值数据20240126073620246.xlsx
693,2024-01-26_SZC959,2024-01-26,SZC959,务聚多策略7期私募证券投资基金,1.0308,1.0308,email_FOF\务聚多策略7期私募证券投资基金_李晶_虚拟净值数据20240129072751471.xlsx
694,2024-01-29_SZC959,2024-01-29,SZC959,务聚多策略7期私募证券投资基金,1.0297,1.0297,email_FOF\务聚多策略7期私募证券投资基金_李晶_虚拟净值数据20240130073449105.xlsx
695,2024-01-19_SVP768,2024-01-19,SVP768,千衍三涛3号私募证券投资基金,1.0863,1.1762,email_FOF\千衍三涛3号私募证券投资基金 2024-01-19 虚拟计提业绩报酬后单位净值.xlsx
696,2024-01-22_SVP768,2024-01-22,SVP768,千衍三涛3号私募证券投资基金,1.093,1.1829,email_FOF\千衍三涛3号私募证券投资基金 2024-01-22 虚拟计提业绩报酬后单位净值.xlsx
697,2024-01-23_SVP768,2024-01-23,SVP768,千衍三涛3号私募证券投资基金,1.0729,1.1628,email_FOF\千衍三涛3号私募证券投资基金 2024-01-23 虚拟计提业绩报酬后单位净值.xlsx
698,2024-01-24_SVP768,2024-01-24,SVP768,千衍三涛3号私募证券投资基金,1.0803,1.1702,email_FOF\千衍三涛3号私募证券投资基金 2024-01-24 虚拟计提业绩报酬后单位净值.xlsx
699,2024-01-25_SVP768,2024-01-25,SVP768,千衍三涛3号私募证券投资基金,1.0741,1.1641,email_FOF\千衍三涛3号私募证券投资基金 2024-01-25 虚拟计提业绩报酬后单位净值.xlsx
700,2024-01-26_SVP768,2024-01-26,SVP768,千衍三涛3号私募证券投资基金,1.0806,1.1706,email_FOF\千衍三涛3号私募证券投资基金 2024-01-26 虚拟计提业绩报酬后单位净值.xlsx
701,2024-01-19_QX020B,2024-01-19,QX020B,千衍九思9号私募证券投资基金B类,1.3317,1.3317,email_FOF\千衍九思9号私募证券投资基金B类_QX020B_基金每日净值表_2024-01-19.xls
702,2024-01-22_QX020B,2024-01-22,QX020B,千衍九思9号私募证券投资基金B类,1.3712,1.3712,email_FOF\千衍九思9号私募证券投资基金B类_QX020B_基金每日净值表_2024-01-22.xls
703,2024-01-23_QX020B,2024-01-23,QX020B,千衍九思9号私募证券投资基金B类,1.2767,1.2767,email_FOF\千衍九思9号私募证券投资基金B类_QX020B_基金每日净值表_2024-01-23.xls
704,2024-01-24_QX020B,2024-01-24,QX020B,千衍九思9号私募证券投资基金B类,1.3041,1.3041,email_FOF\千衍九思9号私募证券投资基金B类_QX020B_基金每日净值表_2024-01-24.xls
705,2024-01-25_QX020B,2024-01-25,QX020B,千衍九思9号私募证券投资基金B类,1.2728,1.2728,email_FOF\千衍九思9号私募证券投资基金B类_QX020B_基金每日净值表_2024-01-25.xls
706,2024-01-26_QX020B,2024-01-26,QX020B,千衍九思9号私募证券投资基金B类,1.3053,1.3053,email_FOF\千衍九思9号私募证券投资基金B类_QX020B_基金每日净值表_2024-01-26.xls
707,2024-01-19_STQ063,2024-01-19,STQ063,同温层量化阿尔法6号证券投资私募基金,1.0126,1.1412,email_FOF\同温层量化阿尔法6号证券投资私募基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240119.xlsx
708,2024-01-22_STQ063,2024-01-22,STQ063,同温层量化阿尔法6号证券投资私募基金,1.0148,1.1434,email_FOF\同温层量化阿尔法6号证券投资私募基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240122.xlsx
709,2024-01-23_STQ063,2024-01-23,STQ063,同温层量化阿尔法6号证券投资私募基金,1.0144,1.143,email_FOF\同温层量化阿尔法6号证券投资私募基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240123.xlsx
710,2024-01-24_STQ063,2024-01-24,STQ063,同温层量化阿尔法6号证券投资私募基金,1.0183,1.1469,email_FOF\同温层量化阿尔法6号证券投资私募基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240124.xlsx
711,2024-01-25_STQ063,2024-01-25,STQ063,同温层量化阿尔法6号证券投资私募基金,1.015,1.1436,email_FOF\同温层量化阿尔法6号证券投资私募基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240125.xlsx
712,2024-01-26_STQ063,2024-01-26,STQ063,同温层量化阿尔法6号证券投资私募基金,1.0163,1.1449,email_FOF\同温层量化阿尔法6号证券投资私募基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240126.xlsx
713,2024-01-29_STQ063,2024-01-29,STQ063,同温层量化阿尔法6号证券投资私募基金,1.0162,1.1448,email_FOF\同温层量化阿尔法6号证券投资私募基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240129.xlsx
714,2024-01-19_STQ063,2024-01-19,STQ063,同温层量化阿尔法6号证券投资私募基金,1.0126,1.1412,email_FOF\同温层量化阿尔法6号证券投资私募基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240119.xlsx
715,2024-01-22_STQ063,2024-01-22,STQ063,同温层量化阿尔法6号证券投资私募基金,1.0148,1.1434,email_FOF\同温层量化阿尔法6号证券投资私募基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240122.xlsx
716,2024-01-23_STQ063,2024-01-23,STQ063,同温层量化阿尔法6号证券投资私募基金,1.0144,1.143,email_FOF\同温层量化阿尔法6号证券投资私募基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240123.xlsx
717,2024-01-24_STQ063,2024-01-24,STQ063,同温层量化阿尔法6号证券投资私募基金,1.0183,1.1469,email_FOF\同温层量化阿尔法6号证券投资私募基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240124.xlsx
718,2024-01-25_STQ063,2024-01-25,STQ063,同温层量化阿尔法6号证券投资私募基金,1.015,1.1436,email_FOF\同温层量化阿尔法6号证券投资私募基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240125.xlsx
719,2024-01-26_STQ063,2024-01-26,STQ063,同温层量化阿尔法6号证券投资私募基金,1.0163,1.1449,email_FOF\同温层量化阿尔法6号证券投资私募基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240126.xlsx
720,2024-01-29_STQ063,2024-01-29,STQ063,同温层量化阿尔法6号证券投资私募基金,1.0162,1.1448,email_FOF\同温层量化阿尔法6号证券投资私募基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
721,2024-01-19_ACG65A,2024-01-19,ACG65A,和融联寻真锐进1号私募证券投资基金A,0.9924,0.9924,email_FOF\和融联寻真锐进1号私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240119.xlsx
722,2024-01-22_ACG65A,2024-01-22,ACG65A,和融联寻真锐进1号私募证券投资基金A,0.9861,0.9861,email_FOF\和融联寻真锐进1号私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240122.xlsx
723,2024-01-23_ACG65A,2024-01-23,ACG65A,和融联寻真锐进1号私募证券投资基金A,0.9895,0.9895,email_FOF\和融联寻真锐进1号私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240123.xlsx
724,2024-01-24_ACG65A,2024-01-24,ACG65A,和融联寻真锐进1号私募证券投资基金A,0.9963,0.9963,email_FOF\和融联寻真锐进1号私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240124.xlsx
725,2024-01-25_ACG65A,2024-01-25,ACG65A,和融联寻真锐进1号私募证券投资基金A,1.0127,1.0127,email_FOF\和融联寻真锐进1号私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240125.xlsx
726,2024-01-26_ACG65A,2024-01-26,ACG65A,和融联寻真锐进1号私募证券投资基金A,1.0179,1.0179,email_FOF\和融联寻真锐进1号私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240126.xlsx
727,2024-01-19_ACG65A,2024-01-19,ACG65A,和融联寻真锐进1号私募证券投资基金A,0.9924,0.9924,email_FOF\和融联寻真锐进1号私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240119.xlsx
728,2024-01-22_ACG65A,2024-01-22,ACG65A,和融联寻真锐进1号私募证券投资基金A,0.9861,0.9861,email_FOF\和融联寻真锐进1号私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240122.xlsx
729,2024-01-23_ACG65A,2024-01-23,ACG65A,和融联寻真锐进1号私募证券投资基金A,0.9895,0.9895,email_FOF\和融联寻真锐进1号私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240123.xlsx
730,2024-01-24_ACG65A,2024-01-24,ACG65A,和融联寻真锐进1号私募证券投资基金A,0.9963,0.9963,email_FOF\和融联寻真锐进1号私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240124.xlsx
731,2024-01-25_ACG65A,2024-01-25,ACG65A,和融联寻真锐进1号私募证券投资基金A,1.0127,1.0127,email_FOF\和融联寻真锐进1号私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240125.xlsx
732,2024-01-26_ACG65A,2024-01-26,ACG65A,和融联寻真锐进1号私募证券投资基金A,1.0179,1.0179,email_FOF\和融联寻真锐进1号私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240126.xlsx
733,2024-01-22_VG092B,2024-01-22,VG092B,波克平衡多策略1号私募证券投资基金,1.0149,1.0149,email_FOF\嘉鸿稳健增利6号B类_20240122_波克平衡多策略1号私募证券投资基金_虚拟净值试算结果.xlsx
734,2024-01-23_VG092B,2024-01-23,VG092B,波克平衡多策略1号私募证券投资基金,1.0153,1.0153,email_FOF\嘉鸿稳健增利6号B类_20240123_波克平衡多策略1号私募证券投资基金_虚拟净值试算结果.xlsx
735,2024-01-24_VG092B,2024-01-24,VG092B,波克平衡多策略1号私募证券投资基金,1.0148,1.0148,email_FOF\嘉鸿稳健增利6号B类_20240124_波克平衡多策略1号私募证券投资基金_虚拟净值试算结果.xlsx
736,2024-01-25_VG092B,2024-01-25,VG092B,波克平衡多策略1号私募证券投资基金,1.0149,1.0149,email_FOF\嘉鸿稳健增利6号B类_20240125_波克平衡多策略1号私募证券投资基金_虚拟净值试算结果.xlsx
737,2024-01-26_VG092B,2024-01-26,VG092B,波克平衡多策略1号私募证券投资基金,1.0149,1.0149,email_FOF\嘉鸿稳健增利6号B类_20240126_波克平衡多策略1号私募证券投资基金_虚拟净值试算结果.xlsx
738,2024-01-29_VG092B,2024-01-29,VG092B,波克平衡多策略1号私募证券投资基金,1.0151,1.0151,email_FOF\嘉鸿稳健增利6号B类_20240129_波克平衡多策略1号私募证券投资基金_虚拟净值试算结果.xlsx
739,2024-01-19_SXJ974,2024-01-19,SXJ974,国优卷柏指数对冲1号私募证券投资基金,1.0671,1.0671,email_FOF\国优卷柏指数对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240119.xlsx
740,2024-01-22_SXJ974,2024-01-22,SXJ974,国优卷柏指数对冲1号私募证券投资基金,1.0696,1.0696,email_FOF\国优卷柏指数对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240122.xlsx
741,2024-01-23_SXJ974,2024-01-23,SXJ974,国优卷柏指数对冲1号私募证券投资基金,1.0674,1.0674,email_FOF\国优卷柏指数对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240123.xlsx
742,2024-01-24_SXJ974,2024-01-24,SXJ974,国优卷柏指数对冲1号私募证券投资基金,1.0667,1.0667,email_FOF\国优卷柏指数对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240124.xlsx
743,2024-01-25_SXJ974,2024-01-25,SXJ974,国优卷柏指数对冲1号私募证券投资基金,1.0659,1.0659,email_FOF\国优卷柏指数对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240125.xlsx
